seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	hallmark_cnt	group
c647e816-2dfb-4854-8aff-f76bdcc6bac3	1	2	21	3151	0.920	0.920	1	2	21	3151	NA	NA	0	1	2	21	3151	0.920	0	NCLDV
c62cbf0c-ceca-4c65-89d3-c57296895e03	1	6	2	4641	0.993	1.000	1	6	2	4641	NA	NA	0	1	6	2	4641	1.000	2	dsDNAphage
c5ec181f-6c89-4f2f-aeb7-8bd6937526fa	1	2	112	1896	0.920	0.920	1	2	112	1896	NA	NA	0	1	2	112	1896	0.993	0	lavidaviridae
c4bc36f7-9fa4-4da1-a114-edd7c890774b	2	3	449	1280	1.000	1.000	1	4	2	1489	NA	NA	0	1	4	2	1489	0.947	0	ssDNA
c42e2e8c-9056-4c75-881a-93b701d2b24b	2	5	1322	3865	1.000	1.000	1	6	3	4166	NA	NA	0	1	6	3	4166	0.873	0	ssDNA
c409d496-0cf2-4313-b968-8bb202c44836	1	3	3	2102	0.987	1.000	1	3	3	2102	NA	NA	0	1	3	3	2102	1.000	0	ssDNA
c3f8eee6-a969-47ac-98fc-a11fca5352c4	1	4	3	3198	0.987	1.000	1	4	3	3198	NA	NA	0	1	4	3	3198	0.973	1	dsDNAphage
c3d8255b-9ed0-452a-9fb1-7982f8c8bc3e	1	2	3	1306	0.913	0.913	1	2	3	1306	NA	NA	0	1	2	3	1306	0.947	0	ssDNA
c3d6c313-a7c7-4716-9e6d-d073dd0aff2f	1	4	3	1509	0.993	0.993	1	5	3	1779	NA	NA	0	1	5	3	1779	0.953	0	ssDNA
c2ef53f8-7bc0-4b77-ad9e-2143371f4623	1	2	10	1237	0.993	0.993	1	2	10	1237	NA	NA	0	1	2	10	1237	0.993	0	lavidaviridae
c2ea0fcd-0f22-4389-af0f-0e5258ea6482	1	3	179	1548	0.900	0.900	1	3	179	1548	NA	NA	0	1	3	179	1548	0.927	0	ssDNA
c2e58483-e867-48d5-b5af-90afc53196bd	1	10	2	8042	0.993	1.000	1	10	2	8042	NA	NA	0	1	10	2	8042	1.000	5	dsDNAphage
c2c77632-b636-47c6-9f07-5f9bd1f2e205	1	11	3	6172	1.000	1.000	1	11	3	6172	NA	NA	0	1	11	3	6172	1.000	1	dsDNAphage
c2a7dba9-c021-4b2c-a8b0-f45526ed05e8	1	2	1	1396	0.927	0.927	1	2	1	1396	NA	NA	0	1	2	1	1396	0.867	0	ssDNA
c2965bce-89e0-4cde-91f4-618270fd1a8f	1	2	1	1555	0.980	0.980	1	2	1	1555	NA	NA	0	1	2	1	1555	0.993	1	dsDNAphage
c1b051ed-b2c4-4622-8baf-52affaed920b	2	4	867	2954	1.000	1.000	1	4	1	2954	NA	NA	0	1	4	1	2954	0.533	0	ssDNA
c05131dc-41bd-440b-ad50-af7e4435ef94	1	2	188	1222	0.910	0.910	1	2	188	1222	NA	NA	0	1	2	188	1222	0.865	0	RNA
c0446e25-727f-4973-a47a-fe00ef4e2b34	1	2	1	1384	0.940	0.940	1	2	1	1384	NA	NA	0	1	2	1	1384	1.000	0	ssDNA
c03d7265-47c4-44b2-a58a-7463eb1b7495	1	2	2	1387	0.993	0.993	1	3	2	1817	NA	NA	0	1	3	2	1817	0.993	0	ssDNA
bf8cb844-d5ed-4c02-ba41-6fb51aa8f53c	1	9	2	6330	1.000	1.000	1	9	2	6330	NA	NA	0	1	9	2	6330	1.000	2	dsDNAphage
bf671b5d-f790-49eb-acbb-17d9e8b56030	1	3	2	1563	0.953	0.987	1	4	2	2831	NA	NA	0	1	4	2	2831	0.907	0	ssDNA
bf1e3105-d222-4bfd-a79d-3b1c3cd5b38d	1	2	1	594	0.705	0.705	1	3	1	1174	NA	NA	0	1	3	1	1174	0.610	0	RNA
bee28fc1-641e-4d33-97c1-8bdd5e72a1fc	1	3	110	1470	0.993	1.000	1	3	110	1470	NA	NA	0	1	3	110	1470	0.993	0	ssDNA
be6d9f3a-ccb5-4a75-8f48-41256802dd7f	2	3	838	1846	0.910	0.910	1	6	415	3740	NA	NA	0	1	6	415	3740	0.690	0	RNA
bdf88dde-9ff4-4c75-b7c1-0fd80e9ad7d9	4	9	1155	8455	0.940	0.940	1	10	170	9654	NA	NA	0	1	10	170	9654	0.600	0	ssDNA
bd83d374-cdd9-4938-b54f-52263e521a6d	1	4	43	2415	1.000	1.000	1	4	43	2415	NA	NA	0	1	4	43	2415	0.987	2	dsDNAphage
bd3ebbc6-b867-4891-9d3e-6059debd35e7	1	2	3	1013	0.960	0.960	1	2	3	1013	NA	NA	0	1	2	3	1013	1.000	0	ssDNA
bd2c4b24-fb85-40cf-b3f6-30d6fb49427d	1	2	17	3483	0.780	0.780	1	2	17	3483	NA	NA	0	1	2	17	3483	0.593	0	lavidaviridae
bd2c0acd-ebf6-471c-804f-cd63ce569097	1	10	56	8666	1.000	1.000	1	10	56	8666	NA	NA	0	1	10	56	8666	1.000	1	dsDNAphage
bd0ccd33-a829-48c1-be7d-269ea2a1d2cd	2	4	539	2303	0.980	0.980	1	5	1	3102	NA	NA	0	1	5	1	3102	0.780	0	ssDNA
bcee4284-513f-4bc1-990e-093b88a3e5e1	1	2	20	1331	0.947	0.947	1	3	20	2160	NA	NA	0	1	3	20	2160	0.867	0	ssDNA
bce017a4-7556-4c8c-8400-ae6051c85563	3	5	1620	3596	0.980	1.000	1	6	101	4756	NA	NA	0	1	6	101	4756	0.807	0	ssDNA
bc316c34-cfeb-41a7-8e8b-3c8f7e504089	1	6	3	6098	0.993	1.000	1	6	3	6098	NA	NA	0	1	6	3	6098	0.993	2	dsDNAphage
bb55a3ca-08b0-4523-8be7-438a2851a05e	1	9	3	5989	0.993	1.000	1	9	3	5989	NA	NA	0	1	9	3	5989	1.000	2	dsDNAphage
bb0e79b3-3bc8-4300-8e07-427472004af6	1	4	2	3062	1.000	1.000	1	4	2	3062	NA	NA	0	1	4	2	3062	1.000	1	dsDNAphage
b8c12389-f60a-4e20-8c3e-d6b392026a25	1	3	1	1621	0.927	0.967	1	3	1	1621	NA	NA	0	1	3	1	1621	1.000	0	ssDNA
b862f662-4dfe-4a17-b9c7-adb33704d873	1	2	2	1377	1.000	1.000	1	2	2	1377	NA	NA	0	1	2	2	1377	1.000	0	ssDNA
b85c60c8-89e3-44ac-af02-87832c0ec832	2	5	642	4750	0.860	0.860	1	5	2	4750	NA	NA	0	1	5	2	4750	0.830	0	RNA
b7c98c7a-cd79-4e1b-a120-97e65c85ee5d	1	4	11	2234	0.993	1.000	1	4	11	2234	NA	NA	0	1	4	11	2234	0.993	2	dsDNAphage
b7640ba5-d7c1-4662-a9d6-9503b2f16a9e	1	9	187	6898	1.000	1.000	1	9	187	6898	NA	NA	0	1	9	187	6898	1.000	0	lavidaviridae
b667e0c0-140e-4f89-af1e-1616c84c86d2	1	5	147	981	0.947	0.987	1	8	147	2502	NA	NA	0	1	8	147	2502	0.800	0	ssDNA
b6147c43-ccf5-403b-9302-078ebe431a83	1	4	203	2551	0.947	0.947	1	4	203	2551	NA	NA	0	1	4	203	2551	0.900	0	dsDNAphage
b5e25e29-cab4-472d-a36e-c151127862f3	1	3	1	896	0.973	1.000	1	3	1	896	NA	NA	0	1	3	1	896	1.000	0	ssDNA
b584101a-4116-4da7-a83e-202b5d166aeb	2	3	1675	2392	1.000	1.000	1	3	271	2392	NA	NA	0	1	3	271	2392	0.567	0	dsDNAphage
b56a9a13-be7f-4179-96a6-027b4b1d4a3d	2	4	600	2520	0.993	0.993	1	5	3	2737	NA	NA	0	1	5	3	2737	0.687	0	ssDNA
b4b1a105-66bd-483c-bcff-379f3b4d520e	1	13	2	9280	1.000	1.000	1	13	2	9280	NA	NA	0	1	13	2	9280	1.000	4	dsDNAphage
b493157c-b93d-4543-8a28-294d79949819	2	3	610	1235	0.993	0.993	1	3	3	1235	NA	NA	0	1	3	3	1235	1.000	0	ssDNA
b48f6b07-e2d0-4b1a-902b-15aeb36a8af3	1	2	1	1587	0.987	0.987	1	2	1	1587	NA	NA	0	1	2	1	1587	0.980	0	ssDNA
b4752d28-2ce7-49ea-af4e-c320d03164b8	2	4	330	1519	0.973	0.973	1	5	2	1683	NA	NA	0	1	5	2	1683	0.760	0	dsDNAphage
b452a244-23c1-449d-9408-cde73dfb8bee	1	4	1	1882	0.987	0.987	1	6	1	5443	NA	NA	0	1	6	1	5443	0.760	1	NCLDV
b424417b-bb74-4ceb-99ec-eed4c6d93e4a	1	4	1	1990	0.650	0.650	1	4	1	1990	NA	NA	0	1	4	1	1990	0.535	0	RNA
b419ead3-6809-4f37-afd3-f2afef2aed63	1	2	2	1875	0.953	0.953	1	3	2	3270	NA	NA	0	1	3	2	3270	0.947	0	ssDNA
b410f648-fa50-43d0-9e0c-22535617a327	1	3	1	2868	0.960	0.980	1	4	1	3827	NA	NA	0	1	4	1	3827	0.967	0	ssDNA
b267f79c-d535-4382-82df-ed1aad3a2ac9	1	13	2	6758	0.980	0.987	1	13	2	6758	NA	NA	0	1	13	2	6758	0.980	1	dsDNAphage
b1cc411a-4fe2-4bac-9cfc-c631d33044ad	1	9	80	3371	0.920	0.940	1	9	80	3371	NA	NA	0	1	9	80	3371	0.907	0	dsDNAphage
b1b9d879-e65c-4e9c-ab44-709a5c9fbbc7	1	2	1263	2530	0.827	0.827	1	2	1263	2530	NA	NA	0	1	2	1263	2530	0.580	0	lavidaviridae
b1b38b6f-1059-443d-96df-db8682e4d5fc	5	7	1618	3825	0.933	0.960	1	7	3	3825	NA	NA	0	1	7	3	3825	0.687	0	ssDNA
b10fd2eb-76a0-47ff-a21c-a600af760435	1	3	3	1824	0.987	1.000	1	7	3	4249	NA	NA	0	1	7	3	4249	0.673	0	ssDNA
b07f8e78-36c6-48b8-b427-f0e3916c3d66	1	3	1	3234	0.927	0.967	1	3	1	3234	NA	NA	0	1	3	1	3234	0.967	0	dsDNAphage
aff56333-22fb-487d-8999-9af5a001971d	1	2	112	2557	0.980	0.980	1	2	112	2557	NA	NA	0	1	2	112	2557	0.987	0	ssDNA
afcf6445-d12e-45a8-84a2-71d15a9ccbaf	4	6	657	4073	0.980	0.980	1	7	2	4613	NA	NA	0	1	7	2	4613	0.720	0	dsDNAphage
af80fedb-bf04-425b-baff-1cfba323fb98	1	3	1	1255	0.973	0.993	1	3	1	1255	NA	NA	0	1	3	1	1255	0.993	0	ssDNA
af271f38-fc6f-4d0d-ad25-7b00b0762ca5	1	3	34	2009	0.880	0.880	1	4	34	2680	NA	NA	0	1	4	34	2680	0.847	0	dsDNAphage
af172def-6c81-4939-9dfb-39b7efbb23f0	1	3	1	3007	0.993	1.000	1	3	1	3007	NA	NA	0	1	3	1	3007	1.000	2	dsDNAphage
ae64c7d1-ab70-4fc0-8d9a-d294d04c049c	1	2	3	741	0.953	0.953	1	4	3	1532	NA	NA	0	1	4	3	1532	0.933	0	ssDNA
ae59aeb3-01ef-4965-8562-a4aca0f1c192	1	5	2	5074	0.987	0.987	1	5	2	5074	NA	NA	0	1	5	2	5074	0.980	0	lavidaviridae
ae1bc89d-5e8e-4ecc-b3ff-686cf2a34902	1	9	2	13867	0.987	1.000	1	9	2	13867	NA	NA	0	1	9	2	13867	1.000	5	dsDNAphage
ad7e3c17-1ab6-4d16-bf45-4060edbea5e2	1	3	831	3119	0.987	0.987	1	6	831	5094	NA	NA	0	1	6	831	5094	0.667	0	ssDNA
abe4697a-7e93-45fa-9bf1-9fb8520c02f8	1	2	284	3086	0.793	0.793	1	2	284	3086	NA	NA	0	1	2	284	3086	0.673	0	ssDNA
abce213e-6a96-4bf0-acac-fafca9e951da	2	3	916	2458	1.000	1.000	1	3	156	2458	NA	NA	0	1	3	156	2458	0.853	0	ssDNA
ab848610-76e4-4413-9a28-1d1aa352c60a	1	3	1	3174	0.993	0.993	1	3	1	3174	NA	NA	0	1	3	1	3174	0.880	0	NCLDV
ab28babe-a615-4309-8f0b-7a3e532cefd8	1	4	2	3137	0.993	1.000	1	4	2	3137	NA	NA	0	1	4	2	3137	0.993	1	dsDNAphage
aa961f4e-65ce-41e6-813a-33e3da361595	1	8	1	3113	0.967	0.993	1	9	1	3460	NA	NA	0	1	9	1	3460	0.947	0	dsDNAphage
a9bd0a72-323a-4169-bcde-34eee685000e	1	5	46	3558	1.000	1.000	1	5	46	3558	NA	NA	0	1	5	46	3558	1.000	0	NCLDV
a97d836a-9e62-45be-8198-ba5681d46be9	1	3	188	1657	0.905	0.905	1	3	188	1657	NA	NA	0	1	3	188	1657	0.710	0	RNA
a8a246c1-fbf3-4d2f-925f-6e1926490c76	1	2	216	765	0.753	0.753	1	2	216	765	NA	NA	0	1	2	216	765	0.713	0	ssDNA
a892a4e1-2fc4-4d16-96db-5c34520e90bd	2	3	1285	2388	0.433	0.433	1	4	2	3137	NA	NA	0	1	4	2	3137	0.533	0	lavidaviridae
a87628c5-2b72-4f5a-952b-1042222de7c7	1	2	2	1658	0.987	0.987	1	2	2	1658	NA	NA	0	1	2	2	1658	0.980	0	ssDNA
a8656741-90ca-4e5f-a2a2-a7bc0ab05146	1	2	25	1030	0.995	0.995	1	2	25	1030	NA	NA	0	1	2	25	1030	0.970	0	RNA
a7716c7c-bbca-443e-94e8-fb9bfa5bb1b4	1	4	2	2009	1.000	1.000	1	4	2	2009	NA	NA	0	1	4	2	2009	1.000	2	dsDNAphage
a7535c02-6eb1-48f2-86ea-906d6ca84f7f	1	6	1	4238	0.980	1.000	1	6	1	4238	NA	NA	0	1	6	1	4238	1.000	0	lavidaviridae
a669c8ef-26b5-4885-a308-178cf547204a	1	2	14	1037	0.980	0.980	1	2	14	1037	NA	NA	0	1	2	14	1037	0.993	0	ssDNA
a5327ba6-224e-47da-aacc-dd31bcac57de	1	2	1	2514	0.987	0.987	1	2	1	2514	NA	NA	0	1	2	1	2514	0.980	0	lavidaviridae
a51a59fb-32b4-444c-9d1b-bc37be1a4ed4	1	6	2	5505	0.993	1.000	1	6	2	5505	NA	NA	0	1	6	2	5505	1.000	1	dsDNAphage
a4fd541c-d596-431c-8b3a-836e2ef452e2	2	3	439	1846	0.967	1.000	1	4	3	2210	NA	NA	0	1	4	3	2210	0.973	0	ssDNA
a4ef78f8-46d1-4e23-8981-608cfccd8b77	1	3	3	1817	0.980	0.980	1	4	3	2194	NA	NA	0	1	4	3	2194	0.893	0	ssDNA
a4edb4d5-8ad1-4916-b600-1cff08cbc2a3	1	2	26	2691	0.967	0.967	1	2	26	2691	NA	NA	0	1	2	26	2691	0.960	0	dsDNAphage
a4b03caf-8ce4-4b84-a36d-3c93ab319a7a	2	4	141	2176	0.967	0.980	1	4	3	2176	NA	NA	0	1	4	3	2176	0.973	0	dsDNAphage
a4a1b82d-b8e3-4ad2-bb45-50e0c72f5fdf	1	2	3	1207	0.840	0.840	1	2	3	1207	NA	NA	0	1	2	3	1207	0.947	0	ssDNA
a426ead5-49e3-41a4-b7f8-1794cc84cc4b	1	2	256	1606	0.920	0.920	1	2	256	1606	NA	NA	0	1	2	256	1606	0.980	0	ssDNA
a3808854-5375-4607-9016-4ef07cfb46e1	1	20	2	16386	0.827	0.833	1	23	2	20083	NA	NA	0	1	23	2	20083	0.727	0	dsDNAphage
a359ef34-7ac1-44e1-962b-d50066c9a374	2	7	2530	5729	0.987	1.000	1	8	1424	5985	NA	NA	0	1	8	1424	5985	0.520	0	ssDNA
a2d41773-0bc9-4bba-9378-1f54161329b7	1	3	1364	3803	0.747	0.753	1	3	1364	3803	NA	NA	0	1	3	1364	3803	0.733	0	lavidaviridae
a2a4f7dc-89ed-4d03-8ef3-a301efb45803	1	3	1	2791	0.860	0.860	1	3	1	2791	NA	NA	0	1	3	1	2791	0.753	0	ssDNA
a2680aac-442a-4802-9caa-805fb5b99e4f	1	3	1	1720	0.947	0.947	1	3	1	1720	NA	NA	0	1	3	1	1720	0.987	0	ssDNA
a1bbf796-b846-4212-9ac2-a6f45e39a807	1	4	154	2350	0.960	1.000	1	5	154	3283	NA	NA	0	1	5	154	3283	0.887	0	ssDNA
a1793ce5-1948-4fbd-b115-2b49bc0d2d2f	1	5	3	2785	0.987	0.993	1	5	3	2785	NA	NA	0	1	5	3	2785	0.993	1	dsDNAphage
a10660ad-65d2-4b0c-8d14-e51ee6e47713	1	2	1	1350	0.993	0.993	1	2	1	1350	NA	NA	0	1	2	1	1350	1.000	0	ssDNA
a0875db8-8bd5-49ac-864e-3c69f5142a66	1	2	2	1225	1.000	1.000	1	2	2	1225	NA	NA	0	1	2	2	1225	0.993	1	dsDNAphage
a0651f24-d1c0-4731-b581-0d68a2541305	2	4	1224	2931	0.967	1.000	1	4	215	2931	NA	NA	0	1	4	215	2931	0.953	0	ssDNA
9ff3ab34-e67b-4e0a-b582-af442c720ca8	1	2	32	2222	0.907	0.907	1	2	32	2222	NA	NA	0	1	2	32	2222	0.967	0	ssDNA
9fb08bf5-6ff0-49c3-b7d2-63ab62a7dc3d	4	5	1844	2526	0.953	0.953	1	5	2	2526	NA	NA	0	1	5	2	2526	0.927	0	lavidaviridae
9f463268-7803-4e8b-ae65-5bdc5d7b4419	1	4	2	2750	0.947	0.987	1	4	2	2750	NA	NA	0	1	4	2	2750	0.953	0	ssDNA
9f1735c8-0f36-430d-ad6b-4a33c3d2dfe0	1	5	136	3704	0.987	1.000	1	6	136	3784	NA	NA	0	1	6	136	3784	0.913	0	ssDNA
9e4f4716-9e66-4016-841f-b526ef92766c	1	4	2	2311	0.853	0.860	1	4	2	2311	NA	NA	0	1	4	2	2311	0.920	0	ssDNA
9e0ad1b3-56c8-4e5c-b7b5-410dce5c66a0	1	12	29	6588	0.960	0.980	1	12	29	6588	NA	NA	0	1	12	29	6588	0.980	0	dsDNAphage
9cffef46-7d31-4acd-8d41-d36852a209c8	1	5	2	2844	1.000	1.000	1	5	2	2844	NA	NA	0	1	5	2	2844	1.000	1	dsDNAphage
9c4c19ed-780e-459e-9799-552a37cd8489	1	2	1	1281	0.987	0.987	1	2	1	1281	NA	NA	0	1	2	1	1281	0.907	0	dsDNAphage
9c400a3e-c005-48c3-9145-8748af8aa4b1	1	9	3	5259	0.967	0.987	1	9	3	5259	NA	NA	0	1	9	3	5259	0.987	0	dsDNAphage
9bb44d22-5e2c-4d0f-babe-1fd13a9b0e25	1	3	3	1342	0.933	0.960	1	3	3	1342	NA	NA	0	1	3	3	1342	0.947	0	ssDNA
9aadc722-28b2-4724-9949-7a15700441e1	1	4	1	3120	1.000	1.000	1	4	1	3120	NA	NA	0	1	4	1	3120	1.000	1	dsDNAphage
98d48010-3384-4bf5-b433-2949aefc533e	2	4	407	2353	0.993	1.000	1	4	117	2353	NA	NA	0	1	4	117	2353	0.913	0	ssDNA
98a084b5-a64f-4e08-baf4-624d1bb9db35	1	4	12	1247	0.840	0.840	1	4	12	1247	NA	NA	0	1	4	12	1247	0.693	0	dsDNAphage
98796fdb-fc8c-4cfb-867e-de3646ef4213	1	2	2	1492	0.947	0.993	1	3	2	1671	NA	NA	0	1	3	2	1671	0.993	0	ssDNA
97dba5f1-6f63-4061-a0bc-42044022c571	1	7	2	5149	0.993	0.993	1	7	2	5149	NA	NA	0	1	7	2	5149	0.993	2	dsDNAphage
97a11f33-84dd-477a-a7c5-41cd6f029e53	4	5	2836	4798	0.987	0.987	1	6	385	5582	NA	NA	0	1	6	385	5582	0.827	0	lavidaviridae
966cf3d5-4fb3-456f-9d63-08686d105c43	1	4	3	3744	0.980	0.980	1	4	3	3744	NA	NA	0	1	4	3	3744	0.980	1	dsDNAphage
95f1b6a0-3d57-4e91-b707-6e8c97fd085d	1	7	1	5916	1.000	1.000	1	7	1	5916	NA	NA	0	1	7	1	5916	0.987	1	dsDNAphage
95ce3580-e609-458b-850d-836733a1e731	1	8	3	6808	0.960	1.000	1	9	3	6899	NA	NA	0	1	9	3	6899	0.967	0	lavidaviridae
95bc3097-6726-43d3-a90c-60287d634154	1	5	3	1267	0.993	0.993	1	9	3	2731	NA	NA	0	1	9	3	2731	0.747	0	lavidaviridae
95a17a61-0994-4f78-aa1b-f7e14f9bfa61	1	12	55	7972	0.993	0.993	1	12	55	7972	NA	NA	0	1	12	55	7972	0.993	2	dsDNAphage
948f2368-436a-4f69-a80a-6aab4246309a	1	3	564	2276	0.940	0.940	1	3	564	2276	NA	NA	0	1	3	564	2276	0.890	0	RNA
938a362c-cd99-4a77-bdc1-4818f7e158f1	1	13	3	4615	0.947	0.987	1	14	3	4985	NA	NA	0	1	14	3	4985	0.940	0	dsDNAphage
930e3c5f-32ed-42a8-88da-4985a1a06832	1	6	58	3826	0.993	1.000	1	7	58	5367	NA	NA	0	1	7	58	5367	0.927	0	dsDNAphage
925d3e94-1304-43b9-8486-1507b2766fcc	1	5	2	4908	1.000	1.000	1	5	2	4908	NA	NA	0	1	5	2	4908	0.993	2	dsDNAphage
9225c993-5641-436b-a061-9770bfb519ac	1	3	1	2243	0.725	0.750	1	3	1	2243	NA	NA	0	1	3	1	2243	0.640	0	RNA
91393bc1-d591-47f7-b6e4-9ad39d6b7338	5	6	3098	4892	1.000	1.000	1	6	3	4892	NA	NA	0	1	6	3	4892	0.827	0	ssDNA
910669bb-cec3-4f9b-9061-0807fc0adcf5	1	3	2	3625	0.947	0.980	1	3	2	3625	NA	NA	0	1	3	2	3625	0.840	0	lavidaviridae
90dd383d-7561-4ffd-9417-0dbf1e0c4764	2	8	932	5178	0.953	1.000	1	8	8	5178	NA	NA	0	1	8	8	5178	0.567	0	ssDNA
9076323b-5297-4273-9e4a-22ba728bb3df	1	4	2	5373	0.930	0.975	1	4	2	5373	NA	NA	0	1	4	2	5373	0.945	0	RNA
904f9aae-a810-4160-ac26-a7082cd30ccb	1	4	24	2736	1.000	1.000	1	4	24	2736	NA	NA	0	1	4	24	2736	1.000	1	dsDNAphage
902535e9-26b9-427e-9d17-f55ae695c758	1	5	2	2880	0.820	0.860	1	8	2	6511	NA	NA	0	1	8	2	6511	0.673	0	dsDNAphage
901f33a8-d579-413f-bd3e-ea3c0c44e421	3	4	979	2101	0.980	0.980	1	4	389	2101	NA	NA	0	1	4	389	2101	0.750	0	RNA
90034f67-7782-4ca7-9672-a8d2d0582063	1	6	1	3584	1.000	1.000	1	6	1	3584	NA	NA	0	1	6	1	3584	1.000	1	dsDNAphage
8f82f6c7-7834-4fa9-86b1-26fa44403401	3	7	1690	6221	1.000	1.000	1	9	264	7493	NA	NA	0	1	9	264	7493	0.640	0	ssDNA
8f6ef9e6-7440-4144-85a2-a5808834862a	2	3	1557	4482	0.953	0.980	1	7	1	9145	NA	NA	0	1	7	1	9145	0.607	0	ssDNA
8f0fa8e9-0a5a-498f-ac99-c8a16aa7b1ba	2	3	332	1212	0.993	0.993	1	3	1	1212	NA	NA	0	1	3	1	1212	0.987	0	lavidaviridae
8f042efb-985a-4812-ad11-db7a75c03f1a	2	4	1016	3947	1.000	1.000	1	5	580	4382	NA	NA	0	1	5	580	4382	0.753	0	ssDNA
8ededad9-e089-46c5-abf6-f0248e6780b1	1	6	149	4030	0.987	1.000	1	6	149	4030	NA	NA	0	1	6	149	4030	0.980	2	dsDNAphage
8ea0f590-93d0-456b-9f71-64954b2befd2	1	4	1	2940	0.953	1.000	1	4	1	2940	NA	NA	0	1	4	1	2940	0.947	0	ssDNA
8e4e0253-f38b-41c7-babc-ee67491f09ef	1	3	159	5779	0.953	0.953	1	3	159	5779	NA	NA	0	1	3	159	5779	0.953	1	dsDNAphage
8de9c14b-e316-4fcd-ac6f-88d7ec1a40cd	1	4	2	1743	0.940	0.980	1	4	2	1743	NA	NA	0	1	4	2	1743	0.947	0	ssDNA
8dd964ac-6c7e-4a3b-87ac-b6de5baf4fc5	1	3	171	2363	0.967	1.000	1	3	171	2363	NA	NA	0	1	3	171	2363	0.967	0	ssDNA
8dc10f2f-0a50-4d53-9418-c6d68949a2d9	1	4	8	7050	0.973	1.000	1	4	8	7050	NA	NA	0	1	4	8	7050	0.960	2	dsDNAphage
8ce0262f-62c7-43e6-bd5d-e3ad175ec250	1	2	430	1024	0.953	0.953	1	2	430	1024	NA	NA	0	1	2	430	1024	1.000	0	ssDNA
8c7e6dfe-0743-4acc-8390-8e119a8344e3	1	3	1	1355	0.855	0.870	1	3	1	1355	NA	NA	0	1	3	1	1355	0.775	0	RNA
8c51ae61-b904-478d-aa13-cd538ddfbf84	2	3	1504	2726	1.000	1.000	1	4	2	4174	NA	NA	0	1	4	2	4174	0.667	0	ssDNA
8c4dc1e0-61e7-4e48-b3cb-da52f8959dc3	1	3	3	1133	0.967	1.000	1	3	3	1133	NA	NA	0	1	3	3	1133	0.980	0	ssDNA
8bde307a-1637-4b95-97eb-81121b9ad221	3	6	1766	3973	0.953	0.973	1	6	2	3973	NA	NA	0	1	6	2	3973	0.940	0	lavidaviridae
8ba513a3-3e8b-49e5-9458-40a5204d0adc	1	3	2	2584	0.973	0.993	1	3	2	2584	NA	NA	0	1	3	2	2584	0.973	1	dsDNAphage
8b705d25-9333-4b27-9682-88a6dcfcceb4	1	4	50	3115	0.960	0.980	1	4	50	3115	NA	NA	0	1	4	50	3115	0.953	0	lavidaviridae
8b147e17-113a-47eb-9a7c-bb967cb46b83	1	14	3	9284	0.993	0.993	1	14	3	9284	NA	NA	0	1	14	3	9284	1.000	1	dsDNAphage
8ac7c332-f24f-4e3e-84b9-ba9d748c9aa5	1	4	2	1945	0.993	0.993	1	5	2	3707	NA	NA	0	1	5	2	3707	0.933	0	ssDNA
8a786090-541d-4843-96ae-4d0b30a1e020	1	2	1	1015	0.960	0.960	1	3	1	1692	NA	NA	0	1	3	1	1692	0.993	0	ssDNA
89f50194-fb0d-4423-be04-00bb8af17bf2	1	2	3	2824	0.973	0.973	1	2	3	2824	NA	NA	0	1	2	3	2824	0.973	1	dsDNAphage
89aae845-890e-4edb-9ee6-8255de7128be	1	5	2	4334	1.000	1.000	1	5	2	4334	NA	NA	0	1	5	2	4334	1.000	3	dsDNAphage
89969ee3-8bc4-480e-910a-6da164315189	2	11	226	6243	0.973	1.000	1	11	3	6243	NA	NA	0	1	11	3	6243	0.827	0	ssDNA
896e91e9-2ce5-4da6-b17d-b942f8c6ffb9	1	13	1	5081	0.947	0.987	1	13	1	5081	NA	NA	0	1	13	1	5081	0.967	0	dsDNAphage
8966929e-d5dd-4587-ad5c-cdc20bccdcca	1	7	2	6488	1.000	1.000	1	7	2	6488	NA	NA	0	1	7	2	6488	1.000	2	dsDNAphage
8936b67c-86e9-40d1-9393-5eb3add38595	1	5	3	2042	0.987	0.993	1	6	3	2314	NA	NA	0	1	6	3	2314	0.967	0	ssDNA
881eee27-e9c7-433e-9957-94163d204f0d	1	3	13	1144	0.933	0.967	1	4	13	1464	NA	NA	0	1	4	13	1464	0.740	0	ssDNA
88181cf5-d535-4e9d-b141-4f61eb0978ab	1	2	3	890	0.807	0.807	1	2	3	890	NA	NA	0	1	2	3	890	0.720	0	ssDNA
87feb58f-599d-47fa-8719-f795786ddc9b	1	4	2	1909	0.920	0.920	1	4	2	1909	NA	NA	0	1	4	2	1909	0.960	0	ssDNA
879b2577-a524-49ce-9afd-35f202305e16	1	4	3	2674	0.980	1.000	1	4	3	2674	NA	NA	0	1	4	3	2674	1.000	1	dsDNAphage
859b1239-9561-4852-ab89-00193d8c5f18	1	3	1	1628	0.933	0.973	1	3	1	1628	NA	NA	0	1	3	1	1628	1.000	0	ssDNA
85431bb2-1efc-4de0-b897-aff7c7e05931	1	2	57	1128	0.993	0.993	1	3	57	1451	NA	NA	0	1	3	57	1451	1.000	0	lavidaviridae
