qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NC_014760.1_0379	UniRef90_E0TLF4	60	447	176	2	6	452	3	446	8.6e-155	555.8
NC_014760.1_0380	UniRef90_UPI000487E8BD	55.6	232	103	0	1	232	1	232	1.7e-67	265
NC_014760.1_0381	UniRef90_UPI0004968071	59.8	102	41	0	1	102	1	102	1.2e-27	131.3
NC_014760.1_0382	UniRef90_UPI000C6DB2E6	59.7	154	62	0	37	190	31	184	1e-43	185.7
NC_014760.1_0383	UniRef90_UPI000489946C	59.9	461	178	3	21	480	16	470	1.9e-144	521.5
NC_014760.1_0384	UniRef90_UPI000480A53B	51	100	49	0	1	100	1	100	1.2e-19	104.8
NC_014760.1_0385	UniRef90_A0A014NR95	59.9	187	75	0	1	187	1	187	8.2e-59	235.7
NC_014760.1_0387	UniRef90_UPI000484CF47	53.9	597	274	1	10	605	13	609	1.7e-174	621.7
NC_014760.1_0388	UniRef90_UPI00048192AB	53.9	594	267	6	3	592	3	593	6.2e-169	603.2
NC_014760.1_0390	UniRef90_A0A2G6MQD9	58.7	303	124	1	3	304	46	348	1.1e-97	365.5
NC_014760.1_0392	UniRef90_A0A449B3V9	56.4	280	117	2	1	276	1	279	4.8e-79	303.5
NC_014760.1_0393	UniRef90_A0A6M4JB25	59.7	427	172	0	1	427	1	427	4.2e-143	516.9
NC_014760.1_0394	UniRef90_UPI0004954EEB	52.6	411	194	1	1	410	1	411	4.9e-120	440.3
NC_014760.1_0396	UniRef90_A0A1M6ML19	60	453	156	5	1	453	1	428	2.5e-138	501.1
NC_014760.1_0397	UniRef90_A0A3P8LHM1	57.6	479	196	2	1	477	1	474	1e-153	552.4
NC_014760.1_0398	UniRef90_A0A1G2YQ83	60	408	148	4	1	395	1	406	1.8e-140	508.1
NC_014760.1_0399	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0400	UniRef90_C4XEI6	59.2	130	52	1	5	134	13	141	3.3e-38	166.8
NC_014760.1_0401	UniRef90_UPI000489CC44	58.9	185	75	1	1	185	1	184	2.4e-50	207.6
NC_014760.1_0402	UniRef90_Q4A734	59.9	309	119	2	1	308	1	305	1.8e-103	384.8
NC_014760.1_0403	UniRef90_UPI000496B5EE	54	631	278	7	1	620	1	630	7.9e-175	622.9
NC_014760.1_0404	UniRef90_UPI000481020C	53.4	118	55	0	1	118	1	118	4.9e-28	132.9
NC_014760.1_0408	UniRef90_A5IZ17	59	547	217	3	1	542	1	545	3e-177	630.9
NC_014760.1_0409	UniRef90_F4MP84	59.5	432	173	2	1	431	3	433	7.8e-137	496.1
NC_014760.1_0413	UniRef90_A0A6F8K795	59.9	314	54	5	1	313	1	243	1.4e-47	199.1
NC_014760.1_0415	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0416	UniRef90_UPI001267514B	57.1	56	24	0	2	57	130	185	8.7e-9	68.2
NC_014760.1_0418	UniRef90_A0A3P8LHM1	58	479	194	2	1	477	1	474	1.4e-155	558.5
NC_014760.1_0420	UniRef90_A0A448ZWZ1	59.6	327	130	2	3	329	6	330	5.8e-100	373.2
NC_014760.1_0421	UniRef90_A0A448ZYR6	60	580	231	1	3	582	1	579	2.2e-211	744.2
NC_014760.1_0422	UniRef90_UPI0009FFB578	48.9	139	65	1	1	139	1	133	2.4e-26	127.5
NC_014760.1_0423	UniRef90_A0A4U0WAG6	51.6	316	66	3	1	233	1	312	5e-66	260
NC_014760.1_0424	UniRef90_D3VQK2	59.9	556	223	0	1	556	1	556	2.3e-189	671
NC_014760.1_0426	UniRef90_UPI0004980592	58.6	239	96	2	23	259	10	247	3.3e-69	270.8
NC_014760.1_0427	UniRef90_UPI0015ADA81D	59.7	67	27	0	7	73	13	79	7.7e-8	65.1
NC_014760.1_0428	UniRef90_UPI000562872E	58.1	167	70	0	23	189	19	185	6.8e-45	189.5
NC_014760.1_0429	UniRef90_UPI000496628F	53.5	185	86	0	1	185	1	185	5.3e-42	179.9
NC_014760.1_0430	UniRef90_S5MDF9	60	510	203	1	1	510	1	509	1.7e-170	608.2
NC_014760.1_0431	UniRef90_UPI000487CFAA	58.5	287	119	0	1	287	1	287	7.8e-85	322.8
NC_014760.1_0432	UniRef90_C6VWD6	60	497	165	5	13	475	3	499	6.2e-159	569.7
NC_014760.1_0433	UniRef90_UPI00049815A3	59.4	133	54	0	1	133	1	133	2.2e-37	164.1
NC_014760.1_0434	UniRef90_UPI000690E58A	57.2	290	124	0	1	290	1	290	5.5e-89	336.7
NC_014760.1_0435	UniRef90_UPI0004972453	58.7	167	69	0	1	167	1	167	1.9e-51	211.1
NC_014760.1_0436	UniRef90_UPI00068F9E90	59.1	242	98	1	1	241	1	242	2.7e-70	274.2
NC_014760.1_0438	UniRef90_N9TVA4	59.3	783	304	6	3	779	5	778	1.7e-275	957.6
NC_014760.1_0439	UniRef90_UPI00049853AF	51.5	229	111	0	8	236	10	238	3.7e-56	227.3
NC_014760.1_0440	UniRef90_A0A448ZVC4	60	210	81	3	1	208	1	209	9.4e-64	252.3
NC_014760.1_0441	UniRef90_UPI000497830F	58.1	186	59	3	1	185	1	168	1.3e-48	201.8
NC_014760.1_0442	UniRef90_UPI00056D6116	57.1	648	269	3	1	648	9	647	1.4e-219	771.5
NC_014760.1_0443	UniRef90_C4XEZ0	58.7	225	92	1	1	224	7	231	4.2e-65	256.9
NC_014760.1_0445	UniRef90_UPI00049580A0	49.1	389	186	5	1	379	1	387	1.2e-96	362.5
NC_014760.1_0447	UniRef90_D4XUX8	60	300	119	1	1	299	1	300	2.9e-90	340.9
NC_014760.1_0448	UniRef90_F9UK44	56	141	62	0	1	141	1	141	8.4e-40	172.2
NC_014760.1_0449	UniRef90_N9TSC9	59.9	222	89	0	1	222	1	222	6.1e-61	243
NC_014760.1_0450	UniRef90_A0A449B3T6	58.9	533	202	6	1	519	1	530	6.6e-159	569.7
NC_014760.1_0451	UniRef90_UPI0004954933	60	145	58	0	6	150	8	152	4.6e-44	186.4
NC_014760.1_0452	UniRef90_UPI000CE579FF	60	315	122	4	4	315	16	329	2.6e-102	380.9
NC_014760.1_0453	UniRef90_A0A0C5BEI2	58.3	163	68	0	3	165	2	164	1.6e-48	201.4
NC_014760.1_0454	UniRef90_A0A6M4JBF0	59.9	656	256	4	4	658	8	657	2.3e-220	774.2
NC_014760.1_0455	UniRef90_E7MLQ5	59.9	937	374	2	5	941	4	938	0	1145.2
NC_014760.1_0458	UniRef90_A0A2Z4LLJ1	59.6	369	145	3	1	367	1	367	1.9e-120	441.4
NC_014760.1_0460	UniRef90_A0A505ILA8	59.9	172	68	1	5	175	4	175	3.4e-49	203.8
NC_014760.1_0461	UniRef90_A0A168RPV8	59.8	164	61	3	1	160	1	163	1.8e-38	167.9
NC_014760.1_0462	UniRef90_Q2SRS3	53.4	406	188	1	6	410	5	410	2.1e-120	441.4
NC_014760.1_0466	UniRef90_A0A0C5BNM9	57.9	966	375	9	1	941	1	959	5.9e-307	1062.4
NC_014760.1_0468	UniRef90_A0A654IM92	56.8	95	41	0	5	99	13	107	1.5e-22	114.4
NC_014760.1_0484	UniRef90_A0A507SMP2	58.3	444	185	0	113	556	1	444	2.1e-155	558.1
NC_014760.1_0485	UniRef90_A5IZ86	57.4	129	55	0	1	129	1	129	1e-31	145.2
NC_014760.1_0486	UniRef90_A0A133XQA7	59.6	146	59	0	5	150	4	149	7e-45	189.1
NC_014760.1_0487	UniRef90_A0A2W7G1X8	59.8	239	96	0	2	240	6	244	2.9e-77	297.4
NC_014760.1_0488	UniRef90_A0A4U0W9E3	52.7	752	299	15	1	723	1	724	1.7e-208	734.9
NC_014760.1_0490	UniRef90_A0A449BA67	59.7	144	55	2	1	144	1	141	5.3e-37	162.9
NC_014760.1_0491	UniRef90_A0A449BA66	60	878	347	3	4	880	1	875	1e-305	1058.1
NC_014760.1_0492	UniRef90_UPI000479A75E	59.8	373	137	3	4	364	2	373	4.4e-120	440.3
NC_014760.1_0493	UniRef90_A0A0A8EBY3	53.2	231	108	0	3	233	2	232	2.5e-60	241.1
NC_014760.1_0494	UniRef90_I5D6R0	58.1	396	121	6	1	378	1	369	1.1e-110	409.5
NC_014760.1_0495	UniRef90_UPI000A018296	53.7	54	25	0	2	55	9	62	9.1e-6	57.8
NC_014760.1_0496	UniRef90_N9TQW2	51.6	122	58	1	1	122	622	742	1.4e-27	131.3
NC_014760.1_0500	UniRef90_A0A3M0A455	57.6	349	146	2	1	347	1	349	4.4e-114	420.2
NC_014760.1_0501	UniRef90_A5IYM2	58.1	222	65	3	1	194	1	222	9.1e-45	189.1
NC_014760.1_0502	UniRef90_A0A2W7G696	54.8	347	155	2	6	352	2	346	9.5e-109	402.5
NC_014760.1_0503	UniRef90_UPI000485E0D3	54.7	243	110	0	1	243	1	243	7.1e-71	276.2
NC_014760.1_0504	UniRef90_UPI00048506D3	57.6	278	117	1	1	278	1	277	5.2e-86	326.6
NC_014760.1_0505	UniRef90_UPI00048A38C9	54.4	447	191	3	7	449	15	452	5.6e-130	473.4
NC_014760.1_0506	UniRef90_A0A0F5H0F2	57.9	990	403	5	1	984	1	982	5.8e-297	1029.2
NC_014760.1_0507	UniRef90_UPI00068D43E8	55.9	220	97	0	6	225	3	222	8.7e-55	222.6
NC_014760.1_0508	UniRef90_A0A168R7A9	56.8	329	140	1	2	328	3	331	1.8e-96	361.7
NC_014760.1_0509	UniRef90_A0A387L7U6	58.9	543	217	3	6	548	3	539	3.2e-180	640.6
NC_014760.1_0510	UniRef90_UPI0004805284	50.5	97	44	3	1	94	1	96	1.1e-14	88.2
NC_014760.1_0511	UniRef90_UPI000495BE72	56.6	244	105	1	1	244	1	243	3.2e-71	277.3
NC_014760.1_0512	UniRef90_A0A449AQG9	59.7	320	128	1	1	320	1	319	8.4e-104	386
NC_014760.1_0513	UniRef90_A0A449B7A3	59.9	319	127	1	6	323	1	319	9.6e-103	382.5
NC_014760.1_0515	UniRef90_C5J5H9	60	503	199	2	2	502	3	505	1.2e-181	645.2
NC_014760.1_0516	UniRef90_A0A0C5BC45	60	245	94	3	6	250	6	246	1.2e-71	278.9
NC_014760.1_0517	UniRef90_A0A449AV76	60	565	224	2	3	566	2	565	1e-197	698.7
NC_014760.1_0518	UniRef90_UPI000497FC2F	55.7	436	188	1	1	431	1	436	1.6e-134	488.4
NC_014760.1_0519	UniRef90_A0A3P8LHP9	58.4	534	218	3	14	545	16	547	7.8e-166	592.8
NC_014760.1_0520	UniRef90_D5E550	59.3	150	61	0	1	150	1	150	8.9e-48	198.7
NC_014760.1_0523	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	3.4e-105	391
NC_014760.1_0525	UniRef90_A0A449AZV2	59	83	34	0	1	83	1	83	9.6e-20	105.1
NC_014760.1_0526	UniRef90_I5D5X0	59.1	132	54	0	1	132	1	132	2.7e-32	147.1
NC_014760.1_0527	UniRef90_A0A449B594	58.6	133	54	1	1	133	1	132	2.3e-32	147.5
NC_014760.1_0528	UniRef90_F9UKF5	59.8	619	236	6	4	615	3	615	8.3e-209	735.7
NC_014760.1_0529	UniRef90_A0A2A1ZVP6	60	355	130	3	3	346	1	354	2.6e-114	421
NC_014760.1_0530	UniRef90_UPI00051B5748	59.7	811	311	6	4	802	9	815	4.8e-268	932.9
NC_014760.1_0532	UniRef90_Q6MSI6	60	572	228	1	12	583	12	582	1.3e-184	655.2
NC_014760.1_0533	UniRef90_A0A078MXT0	54.5	308	79	1	1	308	1	247	1.1e-79	305.8
NC_014760.1_0534	UniRef90_A0A6M4JAW1	52.7	440	200	3	1	440	1	432	1e-123	452.6
NC_014760.1_0536	UniRef90_A0A3G8LGQ2	60	447	176	3	6	451	3	447	5.7e-154	553.1
NC_014760.1_0537	UniRef90_UPI000495D7A0	54.2	646	282	5	1	640	1	638	6.3e-191	676.4
NC_014760.1_0538	UniRef90_A0A168RCI6	59.2	537	145	12	5	507	17	513	3.5e-144	520.8
NC_014760.1_0539	UniRef90_UPI000483D79B	51.9	262	120	5	1	261	1	257	8.7e-67	262.7
NC_014760.1_0540	UniRef90_UPI000485E6B8	59.6	458	179	6	1	453	1	457	6.4e-150	539.7
NC_014760.1_0541	UniRef90_UPI0004A720AB	58.7	167	65	1	1	167	1	163	3.4e-48	200.3
NC_014760.1_0543	UniRef90_A0A449B445	56.9	295	124	1	1	295	1	292	8.1e-85	322.8
NC_014760.1_0544	UniRef90_A0A449A4P0	59.8	256	99	3	35	290	24	275	2.3e-77	298.1
NC_014760.1_0546	UniRef90_UPI0003B84D11	59.3	268	108	1	9	276	3	269	1.8e-81	311.6
NC_014760.1_0551	UniRef90_UPI0004957005	55.1	641	284	4	51	689	52	690	1.6e-192	681.8
NC_014760.1_0553	UniRef90_S6G441	58.8	515	194	4	3	515	8	506	2.3e-154	554.7
NC_014760.1_0554	UniRef90_A0A2K9LUD0	51.2	449	209	5	1	445	1	443	2.9e-110	407.9
NC_014760.1_0555	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	3.4e-105	391
NC_014760.1_0562	UniRef90_A0A3P8LHM1	57.6	479	196	2	1	477	1	474	1e-153	552.4
NC_014760.1_0563	UniRef90_F9UKC5	58.7	426	169	4	7	430	4	424	1.8e-133	485
NC_014760.1_0564	UniRef90_A0A449B5A0	58.4	471	183	3	10	480	1	458	5.2e-145	523.5
NC_014760.1_0565	UniRef90_UPI0004882FD0	59.9	152	60	1	1	151	1	152	6.2e-41	176
NC_014760.1_0566	UniRef90_A0A3P8KAG7	59.3	654	260	3	10	662	4	652	4.9e-215	756.5
NC_014760.1_0568	UniRef90_A0A507SMP2	58.1	444	186	0	113	556	1	444	1.5e-153	552
NC_014760.1_0570	UniRef90_A0A0F2BQC5	59.4	271	106	2	4	274	3	269	5.5e-80	306.6
NC_014760.1_0571	UniRef90_M9WBP3	59.4	308	125	0	9	316	1	308	5.8e-92	346.7
NC_014760.1_0572	UniRef90_UPI00146391FE	52.5	221	103	1	1	221	440	658	1.5e-59	238.4
NC_014760.1_0573	UniRef90_M9WCL0	58.8	170	64	2	12	177	10	177	2.3e-42	181
NC_014760.1_0574	UniRef90_UPI0004966F9C	55.7	264	116	1	1	263	1	264	1.3e-83	318.5
NC_014760.1_0575	UniRef90_A0A2Z5IQ74	59.1	88	36	0	1	88	1	88	1.3e-19	104.4
NC_014760.1_0577	UniRef90_UPI000482BE5D	59.5	279	113	0	1	279	1	279	8.1e-95	355.9
NC_014760.1_0578	UniRef90_C4XEQ3	53.5	284	127	3	1	280	5	287	4.8e-74	287
NC_014760.1_0579	UniRef90_UPI0004986A6A	57.7	788	331	1	1	788	1	786	2e-252	880.9
NC_014760.1_0580	UniRef90_A0A449A3K2	58.3	312	130	0	6	317	5	316	6.6e-101	376.3
NC_014760.1_0581	UniRef90_F9UKK0	59.7	196	76	2	1	194	1	195	8.1e-57	229.2
NC_014760.1_0584	UniRef90_A0A5B7XW63	59.9	885	348	6	4	886	1	880	0	1083.9
NC_014760.1_0585	UniRef90_D5E4N3	58.6	538	222	1	1	537	1	538	4.4e-182	646.7
NC_014760.1_0586	UniRef90_Q6KHR0	38.9	149	46	6	28	139	11	151	3.6e-11	77
NC_014760.1_0587	UniRef90_A0A1F1SHC2	50.7	219	106	2	1	218	5	222	1e-52	215.7
NC_014760.1_0588	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	3.4e-105	391
NC_014760.1_0589	UniRef90_M5KPX6	55.8	425	175	3	1	424	235	647	8.7e-133	483
NC_014760.1_0590	UniRef90_A7GZU3	59.4	488	193	3	1	483	1	488	2.5e-168	600.9
NC_014760.1_0592	UniRef90_UPI0015B31F2C	60	265	105	1	2	265	3	267	2e-87	331.3
NC_014760.1_0596	UniRef90_N9U9W1	59.6	349	136	3	1	347	1	346	3.2e-109	404.1
NC_014760.1_0597	UniRef90_A0A3P8LHM1	57.2	479	198	2	1	477	1	474	5.9e-154	553.1
NC_014760.1_0600	UniRef90_Q4A6T1	59.7	216	83	2	5	216	6	221	6.2e-66	259.6
NC_014760.1_0601	UniRef90_A0A6M4J9I4	59.9	279	111	1	1	279	1	278	1.6e-95	358.2
NC_014760.1_0602	UniRef90_UPI000487B496	59.9	314	125	1	2	314	1	314	2.4e-106	394.4
NC_014760.1_0603	UniRef90_UPI000481F259	56.8	250	107	1	1	249	1	250	6.6e-72	279.6
NC_014760.1_0604	UniRef90_A0A6M4JG41	59.5	195	79	0	1	195	1	195	7.7e-60	239.2
NC_014760.1_0606	UniRef90_A0A059XRD7	60	80	32	0	1	80	1	80	8.2e-16	91.7
NC_014760.1_0607	UniRef90_A0A449B997	54	704	317	4	1	704	1	697	3.2e-207	730.7
NC_014760.1_0608	UniRef90_A0A4R0XWY5	59.7	253	100	2	12	264	2	252	1.2e-76	295.4
NC_014760.1_0609	UniRef90_F9QDE3	57.8	516	212	5	1	515	1	511	6.8e-172	612.8
NC_014760.1_0610	UniRef90_UPI00049644CC	59.3	91	37	0	1	91	1	91	5.4e-27	129
NC_014760.1_0611	UniRef90_A0A449ATI0	59.8	371	125	4	1	349	1	369	2.7e-111	411
NC_014760.1_0612	UniRef90_A0A449BA89	60	75	30	0	1	75	1	75	7.4e-14	85.1
NC_014760.1_0613	UniRef90_A0A387L3V4	60	160	64	0	1	160	1	160	6e-50	206.1
NC_014760.1_0614	UniRef90_A0A3D0P5W8	60	50	20	0	1	50	1	50	3.2e-10	72.4
NC_014760.1_0615	UniRef90_UPI000495C30E	50.9	234	108	3	1	230	1	231	1.7e-58	235
NC_014760.1_0616	UniRef90_A0A0D5ZK52	56.2	105	46	0	1	105	1	105	1e-24	121.7
NC_014760.1_0617	UniRef90_UPI000494DE1B	59.3	486	173	4	1	461	1	486	3.5e-151	543.9
NC_014760.1_0618	UniRef90_UPI00049614AA	56.7	730	278	9	1	721	1	701	3.5e-214	753.8
NC_014760.1_0619	UniRef90_UPI0004986210	56.8	192	83	0	1	192	1	192	2.2e-59	237.7
NC_014760.1_0620	UniRef90_UPI000472D647	59.8	87	35	0	1	87	1	87	8.2e-17	95.1
NC_014760.1_0621	UniRef90_A0A1W1WVT6	59.2	179	73	0	4	182	5	183	5.8e-57	229.6
NC_014760.1_0622	UniRef90_A0A3P8MEI8	53.3	642	300	0	3	644	7	648	1.2e-194	688.7
NC_014760.1_0624	UniRef90_I5D5P1	50	310	115	8	2	298	44	326	2e-67	265
NC_014760.1_0626	UniRef90_UPI0010AC11A0	59.6	240	71	4	1	238	1	216	5.9e-62	246.5
NC_014760.1_0627	UniRef90_A0A4V2NI53	59.8	321	127	2	1	321	1	319	3.4e-100	374
NC_014760.1_0628	UniRef90_A0A449B4Z1	58.8	170	70	0	2	171	60	229	5.6e-46	193
NC_014760.1_0632	UniRef90_UPI0004E19F44	59.3	324	129	2	3	324	2	324	1.2e-105	392.1
NC_014760.1_0633	UniRef90_UPI00068E7BB3	59.7	226	87	2	13	237	12	234	2.7e-67	264.2
NC_014760.1_0634	UniRef90_UPI0014641FEB	59.4	286	116	0	9	294	7	292	3.5e-91	344
NC_014760.1_0635	UniRef90_A0A507SMP2	58.8	444	183	0	113	556	1	444	5.1e-157	563.5
NC_014760.1_0637	UniRef90_A0A0F5H1Q7	59.9	857	340	4	1	853	1	857	4.6e-290	1006.1
NC_014760.1_0638	UniRef90_E0TKM3	60	637	250	4	4	638	2	635	1.4e-211	745
NC_014760.1_0640	UniRef90_A0A1T4LTG9	60	175	67	1	23	197	5	176	1.2e-50	208.8
NC_014760.1_0641	UniRef90_A0A6M4JB67	58.3	180	75	0	1	180	1	180	1.7e-53	218
NC_014760.1_0643	UniRef90_C4XE70	56.2	577	243	4	10	586	22	588	1.7e-174	621.7
NC_014760.1_0644	UniRef90_Q4A5P7	59.9	147	54	3	4	150	3	144	1.2e-33	151.8
NC_014760.1_0645	UniRef90_A0A3L9ZYY3	59.9	604	240	2	3	605	2	604	8.5e-206	725.7
NC_014760.1_0648	UniRef90_A0A6F8K1Q0	57.8	770	315	6	1	762	4	771	2.3e-256	894
NC_014760.1_0654	UniRef90_D3VPK8	58.3	772	318	3	1	771	1	769	7.6e-260	905.6
NC_014760.1_0656	UniRef90_A0A449B581	59	981	390	5	1	976	1	974	0	1140.9
NC_014760.1_0657	UniRef90_UPI0004835DA5	58.5	289	120	0	6	294	4	292	2e-91	344.7
NC_014760.1_0658	UniRef90_A0A507SMP2	58.1	444	186	0	113	556	1	444	1.5e-153	552
NC_014760.1_0659	UniRef90_A0A0L1IIN5	58.8	679	266	8	3	678	5	672	1.5e-219	771.5
NC_014760.1_0660	UniRef90_A0A3S6Z289	60	692	274	3	1	690	1	691	6.4e-242	845.9
NC_014760.1_0661	UniRef90_UPI0015B054A7	60	150	60	0	1	150	1	150	1.3e-41	178.3
NC_014760.1_0662	UniRef90_A0A2H5WY71	60	145	36	2	1	136	1	132	6e-35	156
NC_014760.1_0664	UniRef90_A0A4V6N9J8	58.6	531	212	1	1	531	1	523	1.7e-178	634.8
NC_014760.1_0667	UniRef90_A0A372MDF3	59.6	57	20	1	1	54	1	57	9e-10	71.2
NC_014760.1_0669	UniRef90_A0A0L1IIF2	50.1	457	226	2	1	456	1	456	2e-130	474.9
NC_014760.1_0670	UniRef90_A0A449B4C6	58.6	616	237	6	6	610	2	610	8.5e-198	699.1
NC_014760.1_0671	UniRef90_A0A449B4B0	59.1	609	233	3	1	594	1	608	5.7e-199	703
NC_014760.1_0672	UniRef90_A0A4U0WDL2	46.9	922	57	2	1	489	1	922	7.3e-184	652.5
NC_014760.1_0673	UniRef90_UPI000A001DE8	60	75	30	0	2	76	24	98	8.3e-16	91.7
NC_014760.1_0674	UniRef90_A0A449AQW3	59.9	359	140	3	5	362	4	359	9.1e-115	422.5
NC_014760.1_0675	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0677	UniRef90_A0A059Y8A8	50.8	2666	986	6	1	2666	1	2341	0	2509.2
NC_014760.1_0678	UniRef90_W5USH1	60	1439	524	13	5	1424	3	1409	0	1634.4
NC_014760.1_0679	UniRef90_A0A3Q9VBE1	60	1188	463	10	12	1195	4	1183	0	1377.1
NC_014760.1_0681	UniRef90_Q5ZZS0	59.8	122	47	1	1	122	1	120	2.5e-24	120.6
NC_014760.1_0682	UniRef90_UPI001315B81C	60	165	65	1	4	167	1	165	2.3e-44	187.6
NC_014760.1_0684	UniRef90_Q4A5F3	60	487	193	1	3	489	4	488	2.4e-171	610.9
NC_014760.1_0685	UniRef90_A0A449B4J5	49.3	294	129	6	2	293	7	282	3.5e-72	280.8
NC_014760.1_0686	UniRef90_A0A168RHB3	59.9	709	269	4	8	716	13	706	4.2e-236	826.6
NC_014760.1_0687	UniRef90_A0A501SRU0	60	683	266	5	20	697	9	689	2.3e-226	794.3
NC_014760.1_0688	UniRef90_A0A446C1A5	52	684	315	5	1	677	1	678	6.6e-191	676.4
NC_014760.1_0689	UniRef90_UPI0012B641F9	59.8	336	134	1	29	364	65	399	4.4e-109	403.7
NC_014760.1_0690	UniRef90_UPI0001793EF2	57.9	299	124	1	12	310	5	301	3.4e-94	354
NC_014760.1_0691	UniRef90_A0A0D5ZK21	60	80	32	0	1	80	1	80	9.5e-19	101.7
NC_014760.1_0692	UniRef90_W5V047	59.5	232	85	4	1	227	1	228	9.6e-70	272.3
NC_014760.1_0693	UniRef90_A0A2U3DA61	60	110	44	0	5	114	4	113	2e-31	144.1
NC_014760.1_0694	UniRef90_UPI00047F5DDF	59.8	276	111	0	2	277	3	278	3.2e-91	344
NC_014760.1_0695	UniRef90_UPI000497E345	52.7	993	463	3	1	990	1	989	3.1e-290	1006.9
NC_014760.1_0696	UniRef90_F9QEG0	59.4	569	227	3	1	568	1	566	4.2e-183	650.2
NC_014760.1_0697	UniRef90_A0A3P8MEN6	51.4	280	134	1	6	285	29	306	1.1e-73	285.8
NC_014760.1_0699	UniRef90_R6DJB2	59.3	231	92	2	12	242	2	230	9.3e-71	275.8
NC_014760.1_0700	UniRef90_Q98PX1	57.6	288	120	1	1	288	14	299	3.3e-91	344
NC_014760.1_0701	UniRef90_P75293	58.9	214	88	0	3	216	4	217	6.3e-71	276.2
NC_014760.1_0702	UniRef90_UPI00056CDB87	59.4	160	64	1	1	160	1	159	1.1e-46	195.3
NC_014760.1_0703	UniRef90_A0A3B0P981	56.8	81	35	0	11	91	1	81	6.6e-17	95.5
NC_014760.1_0704	UniRef90_UPI00048A2266	58.4	591	228	8	4	588	2	580	2.9e-174	620.9
NC_014760.1_0705	UniRef90_A0A6A8VCC1	51.2	324	155	3	6	328	2	323	4.9e-89	337
NC_014760.1_0707	UniRef90_D3VRK0	56.7	270	73	3	3	229	38	306	1.3e-61	245.4
NC_014760.1_0712	UniRef90_S6G435	55.6	293	128	2	1	292	1	292	2.3e-87	331.3
NC_014760.1_0713	UniRef90_E6MGK8	59.5	121	49	0	1	121	1	121	1.9e-32	147.5
NC_014760.1_0714	UniRef90_UPI00117AB92D	59.6	307	93	2	24	300	3	308	2.2e-98	367.9
NC_014760.1_0715	UniRef90_A0A0S2ZMY3	59	173	71	0	1	173	437	609	1.8e-52	214.5
NC_014760.1_0716	UniRef90_A0A6I2QVQ4	60	280	112	0	1	280	1	280	1.9e-91	344.7
NC_014760.1_0718	UniRef90_A0A482KDB0	59.5	333	132	2	1	331	1	332	6.3e-110	406.4
NC_014760.1_0719	UniRef90_Q64F63	51.7	636	264	11	1	612	1	617	1.5e-165	592
NC_014760.1_0720	UniRef90_N9VEI4	58.7	264	108	1	8	270	5	268	8.4e-73	282.7
NC_014760.1_0721	UniRef90_M9WBP3	59.6	302	120	2	9	310	8	307	7.7e-89	336.3
NC_014760.1_0722	UniRef90_D3VPR8	59.5	405	158	2	1	405	3	401	4e-127	463.8
NC_014760.1_0724	UniRef90_A0A449B4S2	52.2	335	153	3	1	331	1	332	5e-83	317
NC_014760.1_0725	UniRef90_A0A5B7XVD2	59.5	242	95	2	1	242	1	239	5.3e-74	286.6
NC_014760.1_0726	UniRef90_A0A059XSM9	60	265	104	1	1	265	1	263	3.1e-83	317.4
NC_014760.1_0727	UniRef90_UPI000496A13A	58.7	300	124	0	1	300	1	300	7.4e-94	352.8
NC_014760.1_0728	UniRef90_UPI000480CD72	54.5	288	129	2	1	287	1	287	2.3e-82	314.7
NC_014760.1_0729	UniRef90_UPI0004959E6A	59.8	435	175	0	1	435	1	435	2.4e-149	537.7
NC_014760.1_0730	UniRef90_UPI00068DAD70	55.8	283	125	0	13	295	13	295	3.9e-87	330.5
NC_014760.1_0731	UniRef90_C4XE27	58.6	324	127	2	1	324	1	317	1.8e-96	361.7
NC_014760.1_0733	UniRef90_A0A449B557	59.3	113	46	0	9	121	9	121	3.4e-32	146.7
NC_014760.1_0737	UniRef90_UPI0015BB6008	59.8	368	143	3	9	373	5	370	9.4e-123	449.1
NC_014760.1_0738	UniRef90_A0A318U714	58.4	425	158	5	1	421	1	410	1.6e-121	445.3
NC_014760.1_0741	UniRef90_N9UAZ5	59	424	172	1	3	426	6	427	3.5e-142	513.8
NC_014760.1_0742	UniRef90_UPI000483BD54	60	195	74	3	1	193	1	193	1e-54	222.2
NC_014760.1_0744	UniRef90_A0A1T4LRH5	59.9	302	119	2	1	301	1	301	7.7e-99	369.4
NC_014760.1_0745	UniRef90_UPI0004814450	57.1	219	94	0	1	219	1	219	5.7e-59	236.5
NC_014760.1_0746	UniRef90_UPI000560480F	55.4	202	86	2	1	202	1	198	2.8e-50	207.6
NC_014760.1_0747	UniRef90_A0A059XQR1	59.1	203	83	0	1	203	1	203	4.4e-66	260
