qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NC_014760.1_0291	UniRef90_UPI000489FA6E	79.8	233	47	0	1	233	1	233	5.7e-102	379.4
NC_014760.1_0292	UniRef90_A0A449B3X3	75.2	266	66	0	1	266	1	266	9e-115	422.2
NC_014760.1_0293	UniRef90_A0A449B454	76.3	422	100	0	1	422	1	422	3.4e-185	656.8
NC_014760.1_0294	UniRef90_D3VR19	71.5	512	144	1	1	512	1	510	7.9e-197	695.7
NC_014760.1_0295	UniRef90_UPI0004958CAE	64.1	92	33	0	1	92	1	92	1.6e-23	117.5
NC_014760.1_0296	UniRef90_UPI0004960C42	79	328	68	1	1	327	1	328	1.3e-144	521.5
NC_014760.1_0297	UniRef90_A0A168RQF1	68.5	352	111	0	4	355	4	355	2.8e-132	480.7
NC_014760.1_0298	UniRef90_UPI0004959AC2	70.7	700	205	0	1	700	1	700	1.3e-279	971.1
NC_014760.1_0299	UniRef90_A0A4U0W9N7	77.4	390	87	1	6	394	1	390	4.5e-176	626.3
NC_014760.1_0300	UniRef90_A0A4U0WD17	69.9	728	217	1	1	728	1	726	6.6e-282	978.8
NC_014760.1_0301	UniRef90_UPI00067B7F41	78.5	465	96	1	1	461	1	465	2.4e-208	733.8
NC_014760.1_0302	UniRef90_D3VR12	71.2	132	37	1	1	132	1	131	5.7e-46	192.6
NC_014760.1_0303	UniRef90_UPI0004950C57	68.8	570	178	0	1	570	1	570	3.7e-227	796.6
NC_014760.1_0304	UniRef90_D3VR10	71.7	113	32	0	1	113	1	113	3.6e-41	176.4
NC_014760.1_0305	UniRef90_I5D6Y6	61.5	579	203	6	1	568	1	570	1e-165	592.4
NC_014760.1_0306	UniRef90_UPI0004974BC5	77.9	276	61	0	1	276	1	276	1.6e-122	448
NC_014760.1_0307	UniRef90_UPI0004980B8D	59.1	279	113	1	1	278	1	279	5.8e-85	323.2
NC_014760.1_0308	UniRef90_A0A0L1IIU0	56.8	484	187	8	1	481	1	465	1.2e-141	512.3
NC_014760.1_0309	UniRef90_D3VR05	78.2	748	152	5	1	745	1	740	0	1143.3
NC_014760.1_0310	UniRef90_UPI000495CB2F	53.6	302	135	2	2	301	5	303	1.1e-76	295.8
NC_014760.1_0311	UniRef90_UPI000494E2CF	67.5	397	127	2	5	400	1	396	8.2e-157	562.4
NC_014760.1_0312	UniRef90_UPI000494F53F	79.6	324	66	0	1	324	1	324	4.4e-145	523.1
NC_014760.1_0314	UniRef90_A0A6M4JBI7	79.6	54	11	0	1	54	1	54	5.5e-17	95.5
NC_014760.1_0315	UniRef90_UPI0004954389	73.6	322	84	1	1	322	1	321	1.2e-134	488.4
NC_014760.1_0316	UniRef90_UPI000495F871	52	423	192	5	1	414	1	421	7.7e-110	406.4
NC_014760.1_0317	UniRef90_UPI0004980B98	65.1	539	188	0	5	543	1	539	8.1e-208	732.3
NC_014760.1_0318	UniRef90_I5D6X4	78.3	525	110	1	1	521	1	525	3.8e-231	809.7
NC_014760.1_0319	UniRef90_UPI00067B7F41	78.5	465	96	1	1	461	1	465	2.4e-208	733.8
NC_014760.1_0320	UniRef90_UPI0004966F9C	73.5	264	70	0	1	264	1	264	3.4e-111	410.2
NC_014760.1_0321	UniRef90_A0A387L2U6	63.4	243	89	0	1	243	1	243	2.7e-86	327.4
NC_014760.1_0322	UniRef90_A0A387L4H9	54	465	213	1	5	468	4	468	4.3e-144	520.4
NC_014760.1_0323	UniRef90_UPI0004A74086	79.6	597	122	0	1	597	1	597	8.1e-278	964.9
NC_014760.1_0324	UniRef90_UPI000496A16C	65.8	243	83	0	9	251	4	246	4.3e-87	330.1
NC_014760.1_0325	UniRef90_D3VQY9	64.7	218	76	1	1	217	1	218	6.1e-66	259.6
NC_014760.1_0326	UniRef90_UPI0004957839	66.8	1036	342	1	1	1036	1	1034	0	1394.4
NC_014760.1_0327	UniRef90_D5E526	80	115	23	0	2	116	3	117	1.2e-44	188
NC_014760.1_0328	UniRef90_Q98QV1	79	62	13	0	1	62	1	62	3.7e-16	92.4
NC_014760.1_0329	UniRef90_UPI000494F40B	78.4	204	42	1	1	202	1	204	1.1e-80	308.5
NC_014760.1_0331	UniRef90_D3VQY3	79.1	297	62	0	1	297	1	297	4e-132	479.9
NC_014760.1_0332	UniRef90_A5IYR1	70.9	739	215	0	1	739	1	739	3.8e-309	1069.3
NC_014760.1_0333	UniRef90_D3VQY1	74.7	372	94	0	1	372	1	372	2.9e-148	533.9
NC_014760.1_0334	UniRef90_UPI00049637FC	61.9	312	117	1	1	310	1	312	6.9e-95	356.3
NC_014760.1_0335	UniRef90_A0A449B5B0	65.6	90	31	0	1	90	1	90	4.4e-26	125.9
NC_014760.1_0336	UniRef90_UPI000496D97C	68	200	64	0	1	200	1	200	1.3e-73	285
NC_014760.1_0337	UniRef90_UPI000494E0F8	64.2	134	47	1	1	134	1	133	3.1e-39	170.2
NC_014760.1_0338	UniRef90_D3VQX6	78.5	321	67	2	1	321	1	319	1.9e-132	481.1
NC_014760.1_0339	UniRef90_UPI0004958464	66.2	523	174	2	1	523	1	520	7.3e-198	699.1
NC_014760.1_0340	UniRef90_D3VQX4	78.3	295	64	0	1	295	1	295	8.4e-135	488.8
NC_014760.1_0341	UniRef90_D3VQX3	70.3	296	88	0	1	296	1	296	6.1e-117	429.5
NC_014760.1_0342	UniRef90_A0A4U0W9T8	79.1	382	80	0	1	382	1	382	2.8e-162	580.5
NC_014760.1_0343	UniRef90_A0A077L4Z7	74.8	234	59	0	1	234	1	234	4.5e-91	343.2
NC_014760.1_0344	UniRef90_D3VQX0	77.8	621	137	1	1	620	1	621	4.5e-263	916
NC_014760.1_0345	UniRef90_UPI00049715CE	71.9	909	255	0	1	909	1	909	0	1278.8
NC_014760.1_0346	UniRef90_UPI000496DC8A	69.2	292	90	0	1	292	1	292	1.1e-107	398.7
NC_014760.1_0348	UniRef90_A0A4R6IGF8	78.7	127	27	0	9	135	4	130	1.1e-44	188.3
NC_014760.1_0349	UniRef90_F9QDF2	79.9	144	29	0	1	144	1	144	2.3e-61	243.8
NC_014760.1_0351	UniRef90_D3VQU2	75.3	320	79	0	1	320	1	320	1.2e-131	478.4
NC_014760.1_0352	UniRef90_H1YBH1	53.1	352	149	7	3	346	18	361	2.7e-95	357.8
NC_014760.1_0355	UniRef90_A0A059Y8D3	62.1	240	81	4	26	257	77	314	4.1e-60	241.1
NC_014760.1_0356	UniRef90_A0A4U0WD59	78.4	273	59	0	1	273	1	273	1.1e-115	425.2
NC_014760.1_0357	UniRef90_A0A1T4L8J7	79.6	397	78	2	1	395	1	396	1.4e-185	657.9
NC_014760.1_0359	UniRef90_UPI0004970150	66.7	654	217	1	1	653	1	654	9e-246	858.6
NC_014760.1_0360	UniRef90_A0A059XZJ5	76	736	177	0	1	736	1	736	0	1118.6
NC_014760.1_0361	UniRef90_D3VQB8	69	826	247	3	39	864	39	855	0	1117.8
NC_014760.1_0362	UniRef90_A0A059Y8T7	72.1	746	200	3	1	743	1	741	1e-309	1071.2
NC_014760.1_0363	UniRef90_I5D5X9	79.9	763	139	2	1	749	1	763	0	1174.8
NC_014760.1_0364	UniRef90_I5D5Y0	78.6	858	180	4	1	856	1	856	0	1330.5
NC_014760.1_0365	UniRef90_A0A059XZI9	77.6	505	111	2	1	503	1	505	5.5e-203	716.1
NC_014760.1_0366	UniRef90_D3VQE7	76.4	165	38	1	1	165	1	164	4.1e-62	246.5
NC_014760.1_0367	UniRef90_A0A654IMI8	60.9	304	117	1	1	304	1	302	2.1e-96	361.3
NC_014760.1_0368	UniRef90_A0A059Y8P1	79.9	149	30	0	1	149	1	149	4.4e-58	233
NC_014760.1_0369	UniRef90_A0A059Y3V9	76.3	761	164	7	1	747	1	759	8.6e-301	1041.6
NC_014760.1_0370	UniRef90_A0A0C3A1Q8	77	505	116	0	20	524	12	516	1.6e-224	787.7
NC_014760.1_0371	UniRef90_A0A449AT40	79.7	459	93	0	1	459	1	459	1.3e-206	728
NC_014760.1_0372	UniRef90_A5IY84	79.5	356	72	1	1	356	1	355	1.2e-143	518.5
NC_014760.1_0373	UniRef90_D3VQF5	67.7	796	244	4	1	794	1	785	3.1e-309	1069.7
NC_014760.1_0374	UniRef90_UPI000495AC37	55.4	296	132	0	1	296	1	296	4.4e-91	343.6
NC_014760.1_0375	UniRef90_D3VQF7	77	548	126	0	1	548	1	548	3.5e-251	876.3
NC_014760.1_0376	UniRef90_UPI00047F8AC7	69.5	730	218	5	4	731	3	729	1.3e-288	1001.1
NC_014760.1_0377	UniRef90_I5D5Z3	70.4	223	65	1	1	222	1	223	1.2e-80	308.5
NC_014760.1_0378	UniRef90_UPI00049659CB	65.3	334	116	0	1	334	1	334	7.6e-124	452.6
NC_014760.1_0379	UniRef90_UPI0004862A3F	77	452	104	0	1	452	1	452	7.2e-202	712.2
NC_014760.1_0380	UniRef90_UPI000496EFF4	63.1	222	82	0	1	222	1	222	1.1e-71	278.9
NC_014760.1_0381	UniRef90_UPI0004968071	59.8	102	41	0	1	102	1	102	1.2e-27	131.3
NC_014760.1_0382	UniRef90_C4XF17	79.9	169	34	0	24	192	25	193	2.8e-70	273.9
NC_014760.1_0383	UniRef90_UPI00049831A8	71.3	485	137	1	1	485	1	483	7.3e-192	679.1
NC_014760.1_0384	UniRef90_UPI000495860E	61	100	39	0	1	100	1	100	1.2e-27	131.3
NC_014760.1_0385	UniRef90_A0A4V0ZAH9	79.7	187	38	0	1	187	1	187	2.4e-82	313.9
NC_014760.1_0386	UniRef90_A5IY98	66.9	317	96	2	1	311	1	314	2.7e-107	397.5
NC_014760.1_0387	UniRef90_UPI000484CF47	53.9	597	274	1	10	605	13	609	1.7e-174	621.7
NC_014760.1_0388	UniRef90_UPI00048192AB	53.9	594	267	6	3	592	3	593	6.2e-169	603.2
NC_014760.1_0389	UniRef90_D3VQH1	75.7	646	154	2	1	645	1	644	2.4e-275	956.8
NC_014760.1_0390	UniRef90_UPI0004968BFF	77.3	309	70	0	1	309	1	309	1.8e-143	517.7
NC_014760.1_0392	UniRef90_UPI000494F51A	68.5	276	87	0	1	276	1	276	2.1e-103	384.4
NC_014760.1_0393	UniRef90_UPI0004974394	69.8	430	130	0	1	430	1	430	2.2e-168	600.9
NC_014760.1_0394	UniRef90_D3VQH6	80	416	83	0	1	416	1	416	1.6e-192	681
NC_014760.1_0395	UniRef90_UPI000497B238	69.2	107	33	0	1	107	1	107	2.2e-35	157.1
NC_014760.1_0396	UniRef90_UPI0004A6DA3F	77.3	454	103	0	1	454	1	454	3.3e-194	686.8
NC_014760.1_0397	UniRef90_UPI00067B7F41	78.5	465	96	1	1	461	1	465	2.4e-208	733.8
NC_014760.1_0398	UniRef90_A0A1W1WVN9	78.8	396	82	2	1	395	1	395	2.4e-177	630.6
NC_014760.1_0399	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0400	UniRef90_UPI0004969968	63.4	134	49	0	1	134	1	134	1.5e-43	184.5
NC_014760.1_0401	UniRef90_D3VQI1	78.9	185	39	0	1	185	1	185	2e-78	300.8
NC_014760.1_0402	UniRef90_A0A449B565	77.7	309	69	0	1	309	1	309	1.2e-136	495
NC_014760.1_0403	UniRef90_I5D617	74.8	623	157	0	1	623	1	623	5.9e-271	942.2
NC_014760.1_0404	UniRef90_D3VQI4	78	123	27	0	1	123	1	123	4.7e-47	196.1
NC_014760.1_0407	UniRef90_UPI0015D52EFC	76.7	30	7	0	14	43	12	41	5.6e-4	51.6
NC_014760.1_0408	UniRef90_D3VR98	63	543	198	2	1	542	1	541	3.1e-190	674.1
NC_014760.1_0409	UniRef90_A0A0C5B689	73.8	431	113	0	1	431	1	431	2.8e-179	637.1
NC_014760.1_0410	UniRef90_UPI001141A5D5	79.9	194	32	3	1	194	1	187	1.5e-55	224.9
NC_014760.1_0413	UniRef90_A0A6H0F3A7	76.2	323	59	5	1	313	1	315	4.6e-46	194.1
NC_014760.1_0415	UniRef90_A0A482KDB0	59.8	333	131	2	1	331	1	332	1.7e-110	408.3
NC_014760.1_0416	UniRef90_UPI00068E8625	71.7	46	13	0	12	57	272	317	2.7e-10	73.2
NC_014760.1_0417	UniRef90_UPI00094AB792	77.8	126	28	0	103	228	78	203	1.6e-40	175.3
NC_014760.1_0418	UniRef90_UPI00067B7F41	77.8	465	99	1	1	461	1	465	1.6e-207	731.1
NC_014760.1_0420	UniRef90_A0A449B423	76.8	328	76	0	3	330	4	331	4.7e-142	513.1
NC_014760.1_0421	UniRef90_C4XEV7	79.6	582	119	0	1	582	1	582	4.1e-274	952.6
NC_014760.1_0422	UniRef90_I5D514	71.3	143	41	0	1	143	1	143	8.1e-46	192.2
NC_014760.1_0423	UniRef90_A0A6F8K0U4	75.7	235	51	2	1	233	1	231	1.4e-79	305.1
NC_014760.1_0424	UniRef90_D3VQK2	59.9	556	223	0	1	556	1	556	2.3e-189	671
NC_014760.1_0425	UniRef90_D3VQK3	74.8	143	36	0	1	143	1	143	1.2e-50	208.4
NC_014760.1_0426	UniRef90_UPI000496615F	70.6	265	77	1	9	272	2	266	1.9e-104	387.9
NC_014760.1_0427	UniRef90_UPI0004877823	73.3	75	20	0	1	75	1	75	4.1e-17	95.9
NC_014760.1_0428	UniRef90_UPI00049754D3	63.8	188	64	1	2	189	3	186	4.3e-55	223.4
NC_014760.1_0429	UniRef90_A5IYE2	79	186	39	0	1	186	1	186	9.3e-71	275.4
NC_014760.1_0430	UniRef90_UPI00068AB77D	79.1	526	110	0	1	526	1	526	2.3e-239	837
NC_014760.1_0431	UniRef90_UPI0004976F7C	63.4	287	105	0	1	287	1	287	4.9e-95	356.7
NC_014760.1_0432	UniRef90_L0RVE2	79.7	458	92	1	16	472	4	461	6.3e-204	719.2
NC_014760.1_0433	UniRef90_UPI0004811D3D	61.6	138	51	2	1	137	1	137	1.1e-33	151.8
NC_014760.1_0434	UniRef90_UPI000690E58A	57.2	290	124	0	1	290	1	290	5.5e-89	336.7
NC_014760.1_0435	UniRef90_UPI0004972453	58.7	167	69	0	1	167	1	167	1.9e-51	211.1
NC_014760.1_0436	UniRef90_UPI0004899854	64.4	239	85	0	1	239	1	239	2.1e-75	291.2
NC_014760.1_0437	UniRef90_UPI0004983F81	65.9	1000	334	5	45	1041	1	996	0	1253.4
NC_014760.1_0438	UniRef90_UPI00049628C5	68.2	781	245	2	1	779	1	780	0	1112.4
NC_014760.1_0439	UniRef90_UPI00049853AF	51.5	229	111	0	8	236	10	238	3.7e-56	227.3
NC_014760.1_0440	UniRef90_UPI000482AC57	75.5	208	51	0	1	208	1	208	4.6e-87	329.7
NC_014760.1_0441	UniRef90_UPI000497830F	58.1	186	59	3	1	185	1	168	1.3e-48	201.8
NC_014760.1_0442	UniRef90_UPI000497158B	69	646	200	0	3	648	4	649	1e-265	924.9
NC_014760.1_0443	UniRef90_UPI0004960595	66.1	227	77	0	1	227	1	227	5.8e-83	316.2
NC_014760.1_0444	UniRef90_I5D6N6	69.4	124	38	0	1	124	1	124	2e-40	174.1
NC_014760.1_0445	UniRef90_UPI00049580A0	49.1	389	186	5	1	379	1	387	1.2e-96	362.5
NC_014760.1_0446	UniRef90_D3VQN7	73.1	405	109	0	1	405	1	405	2.8e-165	590.5
NC_014760.1_0447	UniRef90_UPI0004950698	73.2	299	80	0	1	299	1	299	3.4e-115	423.7
NC_014760.1_0448	UniRef90_UPI000487C26C	63.1	141	52	0	1	141	1	141	3.7e-43	183.3
NC_014760.1_0449	UniRef90_UPI000482CA8D	71.2	222	64	0	1	222	1	222	4.9e-79	303.1
NC_014760.1_0450	UniRef90_UPI000496313D	66.2	520	173	2	1	519	1	518	3.4e-195	690.3
NC_014760.1_0451	UniRef90_A5IYG6	78.9	147	31	0	1	147	1	147	1e-59	238.4
NC_014760.1_0452	UniRef90_A0A0C5BCB5	70.7	314	92	0	1	314	1	314	6.1e-123	449.5
NC_014760.1_0453	UniRef90_F1KC49	62.8	164	60	1	2	164	3	166	5.6e-54	219.5
NC_014760.1_0454	UniRef90_UPI000486A17A	76.5	660	154	1	1	659	1	660	2.2e-295	1023.5
NC_014760.1_0455	UniRef90_UPI00047F1273	79.6	941	192	0	1	941	1	941	0	1537.3
NC_014760.1_0456	UniRef90_D3VQP7	78	227	50	0	1	227	1	227	1.5e-91	344.7
NC_014760.1_0457	UniRef90_D3VQP8	67.2	268	88	0	1	268	1	268	1.2e-100	375.2
NC_014760.1_0458	UniRef90_A0A449B3R3	78.5	367	79	0	1	367	1	367	2.8e-164	587
NC_014760.1_0460	UniRef90_UPI0004976DA8	71.5	179	51	0	5	183	6	184	1.2e-65	258.5
NC_014760.1_0461	UniRef90_A0A449B456	68.5	162	48	2	1	160	1	161	3e-49	203.8
NC_014760.1_0462	UniRef90_I5D6M6	62.2	410	155	0	1	410	1	410	1.2e-147	531.9
NC_014760.1_0463	UniRef90_D3VQL9	74.5	212	54	0	1	212	1	212	5.8e-85	322.8
NC_014760.1_0464	UniRef90_A0A4U0W9Y0	75.8	1597	304	12	1	1515	1	1596	0	2108.2
NC_014760.1_0465	UniRef90_A0A2W7FSM1	73.6	193	51	0	1	193	1	193	6.1e-73	282.7
NC_014760.1_0466	UniRef90_A0A2W7G2D6	74	628	161	2	1	627	1	627	8.9e-263	915.6
NC_014760.1_0468	UniRef90_N9UB94	74.1	85	22	0	16	100	21	105	5.8e-27	129
NC_014760.1_0471	UniRef90_A5IXU4	72.5	498	129	3	1	492	1	496	5e-204	719.5
NC_014760.1_0472	UniRef90_UPI00094B23CA	80	165	33	0	24	188	31	195	4.9e-71	276.6
NC_014760.1_0473	UniRef90_A0A454AQI8	74.7	194	43	3	33	220	26	219	2.6e-72	280.8
NC_014760.1_0475	UniRef90_A5IYI9	69.2	78	19	2	1	76	5	79	2.7e-20	106.7
NC_014760.1_0478	UniRef90_N9TRL7	69.4	667	196	4	3	663	2	666	1.1e-262	914.8
NC_014760.1_0481	UniRef90_A0A0L1II53	65.2	66	23	0	1	66	396	461	1.5e-15	90.5
NC_014760.1_0482	UniRef90_A0A059Y8D3	77.9	145	32	0	1	145	170	314	6.3e-55	223.4
NC_014760.1_0483	UniRef90_UPI00094AD8CD	77.8	36	8	0	2	37	3	38	5.3e-4	52.4
NC_014760.1_0484	UniRef90_UPI00058E4206	73.8	397	104	0	160	556	1	397	5.6e-172	613.2
NC_014760.1_0485	UniRef90_L5L972	65.7	102	34	1	26	127	14	114	3e-28	133.7
NC_014760.1_0486	UniRef90_I5D504	77.3	150	34	0	1	150	1	150	2.1e-65	257.3
NC_014760.1_0487	UniRef90_A0A654IIX9	65	237	83	0	1	237	1	237	3.8e-85	323.6
NC_014760.1_0488	UniRef90_A0A0C6G6N3	61.7	663	233	8	63	719	95	742	2.7e-235	823.9
NC_014760.1_0489	UniRef90_UPI000494DBA0	60.1	233	93	0	1	233	1	233	2.4e-71	277.7
NC_014760.1_0490	UniRef90_UPI0004960FDD	74	146	38	0	1	146	1	146	1.5e-52	214.5
NC_014760.1_0491	UniRef90_A0A449B450	70	879	261	3	4	880	1	878	0	1249.2
NC_014760.1_0492	UniRef90_UPI0004865E9E	80	370	74	0	5	374	6	375	3.9e-177	629.8
NC_014760.1_0493	UniRef90_A0A449B5A4	76.8	233	54	0	1	233	3	235	8.5e-101	375.6
NC_014760.1_0494	UniRef90_A0A6F8JM14	79.8	494	70	2	1	489	1	469	1.4e-166	595.1
NC_014760.1_0495	UniRef90_D3VQR3	78.6	56	12	0	1	56	765	820	3.1e-14	85.9
NC_014760.1_0496	UniRef90_A5IYL2	76.2	122	29	0	1	122	223	344	2.1e-47	197.2
NC_014760.1_0499	UniRef90_A5IYL6	67.4	89	29	0	2	90	319	407	6.7e-28	132.1
NC_014760.1_0500	UniRef90_A0A3M0A455	57.6	349	146	2	1	347	1	349	4.4e-114	420.2
NC_014760.1_0501	UniRef90_A5IYM2	58.1	222	65	3	1	194	1	222	9.1e-45	189.1
NC_014760.1_0502	UniRef90_A0A0L1IHW5	79.9	348	69	1	6	353	2	348	4.5e-159	569.7
NC_014760.1_0503	UniRef90_UPI000494FD5A	70.7	242	71	0	1	242	1	242	2.1e-99	370.9
NC_014760.1_0504	UniRef90_UPI00049679CC	64.4	275	98	0	1	275	1	275	2.3e-105	391
NC_014760.1_0505	UniRef90_UPI0004982906	61.8	453	170	1	1	450	1	453	5e-163	583.2
NC_014760.1_0506	UniRef90_UPI00068C60ED	79.1	987	206	0	1	987	1	987	0	1490.3
NC_014760.1_0507	UniRef90_UPI00068D43E8	55.9	220	97	0	6	225	3	222	8.7e-55	222.6
NC_014760.1_0508	UniRef90_UPI000497F521	76.3	333	78	1	2	334	4	335	3.3e-143	516.9
NC_014760.1_0509	UniRef90_UPI0004968CF5	70.9	546	155	2	3	548	9	550	2.4e-223	783.9
NC_014760.1_0510	UniRef90_UPI0004963C44	66	94	30	1	1	94	1	92	2.1e-23	117.1
NC_014760.1_0511	UniRef90_UPI000495BE72	56.6	244	105	1	1	244	1	243	3.2e-71	277.3
NC_014760.1_0512	UniRef90_A0A449B5E2	75.5	322	79	0	1	322	1	322	9.2e-143	515.4
NC_014760.1_0513	UniRef90_UPI0004980485	76.2	328	78	0	6	333	1	328	1.4e-149	538.1
NC_014760.1_0514	UniRef90_UPI000496D624	60.9	468	167	6	1	463	1	457	2.1e-156	561.2
NC_014760.1_0515	UniRef90_A0A0K1P693	78.9	502	106	0	1	502	1	502	1.7e-236	827.4
NC_014760.1_0516	UniRef90_A0A0C5BC45	60	245	94	3	6	250	6	246	1.2e-71	278.9
NC_014760.1_0517	UniRef90_UPI00049688B9	75.2	565	140	0	1	565	1	565	1.4e-255	891
NC_014760.1_0518	UniRef90_D3VQT8	72.7	436	119	0	1	436	1	436	1.6e-177	631.3
NC_014760.1_0519	UniRef90_UPI000494F73E	62.7	534	194	2	14	545	13	543	1.9e-183	651.4
NC_014760.1_0520	UniRef90_UPI000495C3EC	78.8	151	32	0	1	151	1	151	9.5e-66	258.5
NC_014760.1_0522	UniRef90_F4MQS7	72.3	419	116	0	1	419	1	419	8e-179	635.6
NC_014760.1_0523	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	3.4e-105	391
NC_014760.1_0525	UniRef90_UPI0004877D96	73.6	87	22	1	1	87	1	86	3e-29	136.7
NC_014760.1_0526	UniRef90_I5D5X0	59.1	132	54	0	1	132	1	132	2.7e-32	147.1
NC_014760.1_0527	UniRef90_UPI0004984229	75.7	144	35	0	1	144	1	144	1.7e-48	201.1
NC_014760.1_0528	UniRef90_UPI0004967E8B	73.4	617	164	0	1	617	1	617	2e-271	943.7
NC_014760.1_0529	UniRef90_UPI0008351A75	78.3	345	75	0	3	347	1	345	1e-158	568.5
NC_014760.1_0530	UniRef90_UPI00047F42F6	79.1	839	173	1	3	839	1	839	0	1342
NC_014760.1_0531	UniRef90_UPI0004886206	77.9	77	16	1	1	77	1	76	4.4e-25	122.5
NC_014760.1_0532	UniRef90_Q6MSI6	60	572	228	1	12	583	12	582	1.3e-184	655.2
NC_014760.1_0533	UniRef90_D3VQA4	74.6	315	61	4	1	309	1	302	2.2e-117	431
NC_014760.1_0534	UniRef90_D3VQA3	75.2	459	106	2	1	451	1	459	1.2e-201	711.4
NC_014760.1_0535	UniRef90_D3VQA2	75.9	607	128	6	1	596	1	600	5.9e-244	852.4
NC_014760.1_0536	UniRef90_UPI000497B9DC	75.7	456	110	1	1	455	1	456	1.9e-205	724.2
NC_014760.1_0537	UniRef90_UPI000495D7A0	54.2	646	282	5	1	640	1	638	6.3e-191	676.4
NC_014760.1_0538	UniRef90_A0A449A252	79.8	287	57	1	211	496	180	466	1.8e-121	445.3
NC_014760.1_0539	UniRef90_I5D5V7	66.7	261	87	0	1	261	1	261	3.9e-99	370.2
NC_014760.1_0540	UniRef90_A0A449B4N8	74.8	401	101	0	54	454	3	403	1.7e-174	621.3
NC_014760.1_0541	UniRef90_C4XFC3	73.1	167	45	0	1	167	12	178	1.9e-59	237.7
NC_014760.1_0542	UniRef90_D3VQ95	76.6	612	143	0	1	612	13	624	4.3e-274	952.6
NC_014760.1_0543	UniRef90_UPI0004953E3E	72.9	295	80	0	1	295	1	295	1.4e-113	418.3
NC_014760.1_0544	UniRef90_UPI000563D6A0	80	265	53	0	18	282	9	273	1.7e-117	431.4
NC_014760.1_0546	UniRef90_D5E6F8	62.8	269	99	1	8	276	5	272	1.6e-90	341.7
NC_014760.1_0547	UniRef90_A0A6F8JJP2	66.8	458	146	2	1	457	1	453	3.7000000000000003e-153	550.4
NC_014760.1_0549	UniRef90_D3VQ89	77.1	765	174	1	1	764	1	765	4.1e-96	361.7
NC_014760.1_0551	UniRef90_UPI0004957005	55.1	641	284	4	51	689	52	690	1.6e-192	681.8
NC_014760.1_0552	UniRef90_D3VQ86	74	461	120	0	1	461	1	461	3.8e-185	656.8
NC_014760.1_0553	UniRef90_E4PSW0	74.6	507	128	1	3	508	5	511	5e-202	713
NC_014760.1_0554	UniRef90_D3VQ84	80	449	90	0	1	449	1	449	1.9e-202	714.1
NC_014760.1_0555	UniRef90_A0A0C5BDX8	51.7	418	196	5	2	413	4	421	3.4e-105	391
NC_014760.1_0556	UniRef90_F4MQS7	70.8	363	106	0	1	363	1	363	5.2e-150	539.7
NC_014760.1_0558	UniRef90_D3VQ82	75.3	93	23	0	1	93	1	93	1.5e-32	147.5
NC_014760.1_0559	UniRef90_A5IY32	76.8	298	66	2	1	298	1	295	7.9e-88	332.8
NC_014760.1_0560	UniRef90_I5D5T9	66.4	116	39	0	1	116	159	274	5.5e-35	156
NC_014760.1_0561	UniRef90_I5D5T8	61.7	308	116	2	1	307	33	339	7.8e-91	342.8
NC_014760.1_0562	UniRef90_UPI00067B7F41	78.5	465	96	1	1	461	1	465	2.4e-208	733.8
NC_014760.1_0563	UniRef90_UPI00056BD3A7	77.8	419	93	0	1	419	1	419	4.8e-187	662.9
NC_014760.1_0564	UniRef90_UPI000497DDF8	73.3	484	126	2	1	483	1	482	6e-194	686
NC_014760.1_0565	UniRef90_UPI0004966317	75.3	146	36	0	1	146	1	146	1.2e-49	204.9
NC_014760.1_0566	UniRef90_UPI0004956AD2	74.1	665	171	1	1	665	1	664	2.6e-280	973.4
NC_014760.1_0567	UniRef90_I5D5T3	70.8	353	103	0	1	353	1	353	2.2e-137	497.7
NC_014760.1_0568	UniRef90_UPI00058E4206	73.3	397	106	0	160	556	1	397	5.2e-170	606.7
NC_014760.1_0570	UniRef90_UPI000496C661	61.7	264	96	2	11	274	10	268	1.4e-78	302
NC_014760.1_0571	UniRef90_D3VPR9	79	324	68	0	9	332	1	324	8.9e-133	482.3
NC_014760.1_0572	UniRef90_A0A0C5BBI5	66.7	222	73	1	1	221	179	400	4.7e-77	296.6
NC_014760.1_0573	UniRef90_A0A507SHR3	60.9	161	63	0	12	172	12	172	9.2e-44	185.7
NC_014760.1_0574	UniRef90_UPI0004966F9C	55.7	264	116	1	1	263	1	264	1.3e-83	318.5
NC_014760.1_0575	UniRef90_UPI000497294D	79.5	88	18	0	1	88	1	88	2.2e-30	140.2
NC_014760.1_0576	UniRef90_D3VPR5	79.3	295	61	0	1	295	1	295	3.4e-128	466.8
NC_014760.1_0577	UniRef90_UPI0004970744	65.4	280	97	0	1	280	1	280	8.4e-108	399.1
NC_014760.1_0578	UniRef90_D3VPR3	70.1	288	86	0	1	288	1	288	5.6e-115	422.9
NC_014760.1_0579	UniRef90_UPI0004986A6A	57.7	788	331	1	1	788	1	786	2e-252	880.9
NC_014760.1_0580	UniRef90_UPI000496ED40	79	319	67	0	1	319	1	319	5.2e-146	526.2
NC_014760.1_0581	UniRef90_UPI000496FF9C	76.8	198	46	0	1	198	1	198	3.1e-80	307
